
6.604501724243164,-1
2.2079405784606934,0
2.264572858810425,1
5.80914306640625,37
6.214608192443848,36
5.870147228240967,19
3.818519115447998,18
2.0205373764038086,2
1.9926085472106934,3
5.7366228103637695,20
5.270447254180908,21
5.521461009979248,38
3.729701519012451,39
0.6905269026756287,4
0.7865043878555298,5
5.598559379577637,23
4.984404563903809,22
4.017383575439453,41
5.668345928192139,40
1.4813776016235352,6
1.525554895401001,7
5.0127644538879395,25
5.32109260559082,24
4.017383575439453,43
4.605170249938965,42
4.687227725982666,27
17.872093200683594,26
2.931306838989258,9
3.649658679962158,44
2.6361539363861084,8
3.9633162021636963,45
3.7508227825164795,11
3.973069667816162,10
6.306543350219727,29
12.241172790527344,28
4.0745415687561035,46
4.422848701477051,47
4.420420169830322,13
5.693650722503662,12
3.9120230674743652,49
5.314335823059082,30
3.6888794898986816,48
5.528050899505615,31
5.723428249359131,14
6.1858720779418945,15
3.9120230674743652,51
3.422523260116577,50
4.683290481567383,33
5.546501159667969,32
5.046412467956543,16
5.767545700073242,17
3.4585726261138916,52
5.292182922363281,34
7.7063188552856445,35
